"pack_id","app_id","app_title","created","app_info"
stats,stats.st-producto-cc,"Estadísticas de productos por centro de consumo","2025-07-05 23:59:59",""
stats,stats.rpt-vaxcxcc,"Reporte de ventas anuales por cliente","2025-10-17 23:59:59",""
